ANO,ESTACION,mes,trimestre,promedio_mensual
2021,"Ramon y Cajal",November,4,27.142389346056984
2022,"Ramon y Cajal",November,4,27.271744147852758
2023,"Ramon y Cajal",November,4,27.114871027860737
2020,Sanchinarro,November,4,27.40138415432414
2021,Sanchinarro,November,4,27.96420611383025
2022,Sanchinarro,November,4,27.977115382245938
2023,Sanchinarro,November,4,27.833089431813416
2020,"Tres Olivos",November,4,28.013368980172164
2021,"Tres Olivos",November,4,28.30010552775105
2022,"Tres Olivos",November,4,28.319036456484657
2023,"Tres Olivos",November,4,28.23367609160265
2020,Villaverde,November,4,28.603324880492565
2021,Villaverde,November,4,29.35057646174329
2022,Villaverde,November,4,29.44319308988086
2023,Villaverde,November,4,29.42381419882652
2020,"Arturo Soria",December,4,47.77599973678589
2021,"Arturo Soria",December,4,47.68999941051006
2022,"Arturo Soria",December,4,48.283332699537276
2023,"Arturo Soria",December,4,44.68899930268526
2020,Barajas,December,4,38.7923071413086
2021,Barajas,December,4,40.03687479393557
2022,Barajas,December,4,41.63526291164913
2023,Barajas,December,4,40.00068150697784
2020,"Casa de Campo",December,4,40.98659982174635
2021,"Casa de Campo",December,4,40.856249746733475
2022,"Casa de Campo",December,4,41.18080632941377
2023,"Casa de Campo",December,4,40.09852933248176
2020,"Cuatro Caminos",December,4,42.62273959243951
2021,"Cuatro Caminos",December,4,44.04628200771717
2022,"Cuatro Caminos",December,4,45.503975824239745
2023,"Cuatro Caminos",December,4,45.226931751959704
2020,"El Carmen",December,4,44.664239081189685
2021,"El Carmen",December,4,43.976562476251274
2022,"El Carmen",December,4,43.832929241386324
2023,"El Carmen",December,4,43.60980192136647
2020,"El Pardo",December,4,42.93308410647317
2021,"El Pardo",December,4,42.65557523546493
2022,"El Pardo",December,4,43.0345379000201
2023,"El Pardo",December,4,42.53624008190632
2020,"Ensanche de Vallecas",December,4,43.231085385578545
2021,"Ensanche de Vallecas",December,4,43.71526325208352
2022,"Ensanche de Vallecas",December,4,44.306861404193576
2023,"Ensanche de Vallecas",December,4,44.40843981219099
2020,"Escuelas Aguirre",December,4,43.032967860083424
2021,"Escuelas Aguirre",December,4,41.61532555926128
2022,"Escuelas Aguirre",December,4,40.58633892010144
2023,"Escuelas Aguirre",December,4,38.955786909813504
2020,Farolillo,December,4,37.50165885065404
2021,Farolillo,December,4,36.06684453530444
2022,Farolillo,December,4,34.80451892091889
2023,Farolillo,December,4,33.463952660266116
2020,Moratalaz,December,4,33.884198523830364
2021,Moratalaz,December,4,33.83413286221203
2022,Moratalaz,December,4,34.149821433371734
2023,Moratalaz,December,4,33.881384073192685
2020,"Plaza Eliptica",December,4,33.80294313742763
2021,"Plaza Eliptica",December,4,33.614207118219156
2022,"Plaza Eliptica",December,4,33.51865202277245
2023,"Plaza Eliptica",December,4,33.12115500468795
2020,"Ramon y Cajal",December,4,33.83230538599327
2021,"Ramon y Cajal",December,4,34.152890830396906
2022,"Ramon y Cajal",December,4,34.63697672405735
2023,"Ramon y Cajal",December,4,34.63487104832443
2020,Sanchinarro,December,4,35.166836140477386
2021,Sanchinarro,December,4,35.44543172784336
2022,Sanchinarro,December,4,35.77299448679928
2023,Sanchinarro,December,4,35.74634144166459
2020,"Tres Olivos",December,4,36.00262028899263
2021,"Tres Olivos",December,4,36.127572520073294
2022,"Tres Olivos",December,4,36.34484370297287
2023,"Tres Olivos",December,4,36.302750599683094
2020,Villaverde,December,4,37.11888316194267
2021,Villaverde,December,4,37.59488714544247
2022,Villaverde,December,4,38.089851431290406
2023,Villaverde,December,4,38.24838626293652
